timestamp,elapsed_ms,counts,temp_c,temp_f
1784433245,35397134,71,17.750000,63.950001
1784433255,35407146,69,17.250000,63.049999
1784433265,35417158,68,17.000000,62.599998
1784433275,35427170,67,16.750000,62.150002
1784433285,35437182,66,16.500000,61.700001
1784433295,35447194,63,15.750000,60.349998
1784433305,35457206,64,16.000000,60.799999
1784433315,35467218,64,16.000000,60.799999
1784433325,35477230,61,15.250000,59.450001
1784433335,35487242,60,15.000000,59.000000
1784433345,35497253,62,15.500000,59.900002
1784433355,35507265,61,15.250000,59.450001
1784433365,35517277,61,15.250000,59.450001
1784433375,35527289,60,15.000000,59.000000
1784433385,35537301,60,15.000000,59.000000
1784433395,35547313,59,14.750000,58.549999
1784433405,35557325,58,14.500000,58.099998
1784433415,35567337,60,15.000000,59.000000
1784433425,35577349,59,14.750000,58.549999
1784433435,35587361,58,14.500000,58.099998
1784433445,35597373,58,14.500000,58.099998
1784433455,35607384,59,14.750000,58.549999
1784433465,35617396,59,14.750000,58.549999
1784433475,35627408,59,14.750000,58.549999
1784433485,35637420,57,14.250000,57.650002
1784433495,35647432,57,14.250000,57.650002
1784433505,35657444,56,14.000000,57.200001
1784433515,35667456,57,14.250000,57.650002
1784433525,35677468,57,14.250000,57.650002
1784433535,35687480,57,14.250000,57.650002
1784433545,35697492,57,14.250000,57.650002
1784433555,35707504,56,14.000000,57.200001
1784433565,35717515,56,14.000000,57.200001
1784433575,35727527,56,14.000000,57.200001
1784433585,35737539,56,14.000000,57.200001
1784433595,35747551,56,14.000000,57.200001
1784433605,35757563,56,14.000000,57.200001
1784433615,35767575,57,14.250000,57.650002
1784433625,35777587,56,14.000000,57.200001
1784433635,35787599,56,14.000000,57.200001
1784433645,35797611,55,13.750000,56.750000
1784433656,35807623,54,13.500000,56.299999
1784433666,35817634,56,14.000000,57.200001
